type,name,year,cellar,region,country,varieties,eco,rating,stars,opinions,likes,parker,penin,suckling,price,old_price,offer
Vino tinto,Tinto Figuero 12 Meses,2019,Bodegas y Viñedos García Figuero,Ribera del Duero,España,Tempranillo,,4.8,5,10,15,-1,-1,-1,"16,50 €",,False
Vino tinto,Mestizaje,2020,Bodega Mustiguillo,El Terrerazo,España,Bobal / Merlot / Cabernet sauvignon / Garnacha / Tempranillo,ECO,4.20833,5,24,24,91,-1,-1,"9,95 €",,False
Vino tinto,Quadis Crianza,2020,Bodegas Barbadillo,Cádiz,España,Tempranillo / Syrah / Petit verdot / Tintilla de Rota,,4.55556,5,9,10,-1,-1,-1,"9,90 €",,False
Vino tinto,Tomás Postigo 5º Año,2017,Bodega Tomás Postigo,Ribera del Duero,España,Tempranillo / Cabernet sauvignon / Merlot,,5.0,5,2,13,-1,-1,-1,"48,50 €",,False
Vino tinto,PradoRey Origen Roble,2021,Bodegas Pradorey,Ribera del Duero,España,Tempranillo / Cabernet sauvignon / Merlot,,4.25,5,20,20,-1,-1,-1,"7,50 €",,False
Vino tinto,Ederra Crianza,2018,Bodegas Bilbaínas,Rioja,España,Tempranillo,,3.81818,5,11,9,-1,-1,-1,"5,40 €",,False
Vino tinto,Tarima Monastrell,2021,Bodegas Volver,Alicante,España,Monastrell,,4.23333,5,60,16,-1,-1,-1,"5,90 €",,False
Vino tinto,Macán,2016,Benjamin de Rothschild - Vega Sicilia,Rioja,España,Tempranillo,,4.5,5,4,10,94,95,-1,"169,50 €",,False
Vino tinto,Hacienda López de Haro Reserva,2016,Hacienda López de Haro,Rioja,España,Tempranillo / Graciano,,4.23529,5,51,23,-1,-1,-1,"10,60 €",,False
Vino tinto,Lan Crianza,2018,Bodegas Lan,Rioja,España,Tempranillo / Mazuelo,,4.21053,5,19,6,-1,-1,-1,"7,95 €",,False
Vino tinto,Marqués de Cáceres Reserva,2017,Marqués de Cáceres,Rioja,España,Tempranillo / Garnacha / Graciano,,4.52941,5,17,32,-1,-1,91,"12,40 €",,False
Vino tinto,Ferrer Bobet Vinyes Velles,2018,Ferrer Bobet,Priorat,España,Cariñena / Garnacha,,4.65,5,20,37,93,-1,95,"36,60 €",,False
Vino tinto,Godina,2020,Bodegas Morca,Campo de Borja,España,Garnacha,,5.0,5,4,2,-1,-1,-1,"18,10 €",,False
Vino tinto,Portia Roble,2020,Bodegas Portia,Ribera del Duero,España,Tempranillo,,4.0,5,2,11,-1,-1,-1,"7,85 €",,False
Vino tinto,Lan Reserva,2016,Bodegas Lan,Rioja,España,Tempranillo / Mazuelo,,4.33333,5,21,14,-1,-1,-1,"12,95 €",,False
Vino tinto,Edulis Crianza,2018,Bodegas Altanza,Rioja,España,Tempranillo,,4.4,5,15,20,-1,90,90,"7,60 €",,False
Vino tinto,Valduero Una Cepa,2017,Bodegas Valduero,Ribera del Duero,España,Tempranillo,,5.0,5,5,18,-1,-1,-1,"31,30 €",,False
Vino tinto,Viña Real Crianza,2018,Viña Real,Rioja,España,Tempranillo / Garnacha / Mazuelo / Graciano,,4.05769,5,52,33,-1,-1,-1,"8,20 €",,False
Vino tinto,Artigas,2019,Bodegas Mas Alta,Priorat,España,Garnacha / Cariñena / Cabernet sauvignon,,4.5,5,8,11,92,-1,-1,"22,95 €",,False
Vino tinto,Sierra Cantabria Selección,2020,Sierra Cantabria,Rioja,España,Tempranillo,,4.25,5,4,5,-1,-1,-1,"6,95 €",,False
Vino tinto,Clos Martinet,2019,Mas Martinet Viticultors,Priorat,España,Garnacha / Cariñena / Syrah / Cabernet sauvignon / Merlot,ECO,4.66667,5,12,28,95,-1,-1,"58,95 €",,False
Vino tinto,Orube Crianza,2018,Solar Viejo,Rioja,España,Tempranillo / Garnacha / Graciano,,4.77778,5,9,7,-1,-1,-1,"9,50 €",,False
Vino tinto,Madremía,2018,Bodegas Divina Proporción,Toro,España,Tinta de Toro,,4.30435,5,23,15,-1,-1,-1,"10,95 €",,False
Vino tinto,Campo Viejo Gran Reserva,2015,Bodegas Campo Viejo,Rioja,España,Tempranillo / Graciano / Mazuelo,,4.5,5,6,6,-1,-1,-1,"13,50 €",,False
Vino tinto,El Puntido,2019,Viñedos de Páganos,Rioja,España,Tempranillo,,4.73333,5,15,11,93,-1,-1,"37,95 €",,False
Vino tinto,Coca i Fitó Maragda,2016,Coca i Fitó,Montsant,España,Garnacha / Cariñena / Syrah,,4.5,5,4,8,-1,-1,-1,"15,00 €",,False
Vino tinto,Lalama,2019,Dominio do Bibei,Ribeira Sacra,España,Mencía / Garnacha tintorera / Mouratón / Sousón / Brancellao,,4.375,5,24,25,-1,-1,-1,"19,60 €",,False
Vino tinto,Castillo Ygay Gran Reserva Especial,2011,Marqués de Murrieta,Rioja,España,Tempranillo / Mazuelo,,4.61538,5,13,27,97,-1,98,"210,00 €",,False
Vino tinto,Bach Viña Extrísima Tinto,2021,Masia Bach,Catalunya,España,Cabernet sauvignon / Merlot / Tempranillo,,4.61538,5,13,4,-1,-1,-1,"4,60 €",,False
Vino tinto,Pata Negra Roble,2021,García-Carrión,Toro,España,Tinta de Toro,,4.6,5,5,5,-1,-1,-1,"5,95 €",,False
Vino tinto,Honoro Vera Monastrell Organic,2020,Bodegas Juan Gil,Jumilla,España,Monastrell,,4.42424,5,33,21,90,-1,-1,"5,75 €",,False
Vino tinto,Muriel Fincas De La Villa Reserva,2016,Bodegas Muriel,Rioja,España,Tempranillo,,4.28571,5,14,10,-1,-1,92,"9,50 €",,False
Vino tinto,Coto de Imaz Gran Reserva,2015,El Coto de Rioja,Rioja,España,Tempranillo,,4.52941,5,17,20,-1,-1,-1,"18,50 €",,False
Vino tinto,Jaspi Negre,2018,Coca i Fitó,Montsant,España,Garnacha / Cariñena / Cabernet sauvignon / Syrah,,4.2,5,10,11,-1,-1,-1,"9,95 €",,False
Vino tinto,El Pedal Maturana Ed. Limitada,2020,Viñedos Hermanos Hernáiz,Rioja,España,Maturana tinta,,0.0,5,0,0,-1,-1,-1,"8,00 €",,False
Vino tinto,Flor de Morca,2021,Bodegas Morca,Campo de Borja,España,Garnacha,,4.5,5,2,8,-1,-1,-1,"7,95 €",,False
Vino tinto,Cair Cuvée,2019,Dominio de Cair,Ribera del Duero,España,Tempranillo / Merlot,,4.6,5,5,5,-1,-1,-1,"11,40 €",,False
Vino tinto,Pinna Fidelis Roble,2020,Pinna Fidelis,Ribera del Duero,España,Tempranillo,,4.38462,5,13,9,-1,-1,-1,"8,55 €",,False
Vino tinto,Regina Viarum Mencía,2021,Bodegas Regina Viarum,Ribeira Sacra,España,Mencía,,5.0,5,1,6,-1,-1,-1,"9,50 €",,False
Vino tinto,Vizcarra Senda del Oro,2020,Bodegas Vizcarra,Ribera del Duero,España,Tempranillo,,4.2069,5,29,9,-1,-1,-1,"9,20 €",,False
Vino tinto,Viña Pomal Reserva Centenario,2016,Bodegas Bilbaínas,Rioja,España,Tempranillo,,4.13636,5,22,18,91,-1,-1,"13,95 €",,False
Vino tinto,Habla La Tierra,2020,Bodegas Habla,Extremadura,España,Tempranillo / Cabernet sauvignon,,3.88235,5,17,4,-1,-1,-1,"7,25 €",,False
Vino tinto,Dog Point Pinot Noir,2019,Dog Point Vineyard,Marlborough,Nueva Zelanda,Pinot noir,,5.0,5,1,2,-1,-1,93,"23,95 €",,False
Vino tinto,Samsara Priorat,2018,Coca i Fitó,Priorat,España,Garnacha / Cariñena / Syrah / Cabernet sauvignon,,3.33333,5,3,8,-1,-1,-1,"14,90 €",,False
Vino tinto,Vallegarcía Syrah,2020,Pago de Vallegarcía,Vallegarcía,España,Syrah,,4.5,5,2,9,91,-1,-1,"23,00 €",,False
Vino tinto,Viña Zorzal Malayeto,2020,Viña Zorzal,Navarra,España,Garnacha,,3.93333,5,45,77,-1,-1,-1,"14,40 €",,False
Vino tinto,Almodí,2021,Altavins,Terra Alta,España,Garnacha peluda,,4.6,5,5,6,-1,-1,-1,"9,30 €",,False
Vino tinto,Dominio del Bendito El Primer Paso,2020,Dominio del Bendito,Toro,España,Tinta de Toro,,4.22222,5,9,6,-1,-1,-1,"13,90 €",,False
Vino tinto,Viña De Moya Tinto Roble,2019,Bodega Luzdivina Amigo,Bierzo,España,Mencía,,4.0,5,4,3,90,-1,92,"7,90 €",,False
Vino tinto,Alamos Cabernet Sauvignon,2021,Bodega Alamos,Mendoza,Argentina,Cabernet sauvignon,,4.25,5,4,1,-1,-1,-1,"8,95 €",,False
Vino tinto,El Escocés Volante El Puño,2019,El Escocés Volante,Calatayud,España,Garnacha,,3.66667,5,3,11,94,-1,-1,"19,90 €",,False
Vino tinto,Viña Norte Maceración Carbónica,2021,Bodegas Insulares de Tenerife,Tacoronte - Acentejo,España,Listán negro / Negramoll,,5.0,5,2,3,-1,-1,-1,"12,45 €",,False
Vino tinto,Akutain Reserva,2014,Bodega Akutain,Rioja,España,Tempranillo,,5.0,5,1,12,92,-1,-1,"27,70 €",,False
Vino tinto,Enate Cabernet Sauvignon Merlot,2019,Enate,Somontano,España,Cabernet sauvignon / Merlot,,4.28571,5,14,9,-1,-1,-1,"7,50 €",,False
Vino tinto,Luzón Sin Sulfitos,2021,Bodegas Luzón,Jumilla,España,Monastrell,ECO,5.0,5,2,2,-1,-1,-1,"5,95 €",,False
Vino tinto,El Paseante El Pispa,2020,Vinos del Paseante,Montsant,España,Garnacha,,4.5,5,6,12,-1,-1,-1,"9,35 €",,False
Vino tinto,Sió,2019,Bodega Ribas,Mallorca,España,Mantonegro / Syrah / Cabernet sauvignon / Merlot,ECO,4.625,5,16,22,-1,-1,-1,"23,35 €",,False
Vino tinto,12 Lunas,2019,El Grillo y la Luna,Somontano,España,Tempranillo / Merlot / Cabernet sauvignon,,4.27273,5,11,4,-1,-1,-1,"9,50 €",,False
Vino tinto,Campillo Crianza,2018,Bodegas Campillo,Rioja,España,Tempranillo,,4.25,5,4,4,-1,-1,-1,"10,95 €",,False
Vino tinto,Terrazas de los Andes Malbec,2020,Terrazas de los Andes,Mendoza,Argentina,Malbec,,4.5,5,4,11,-1,-1,-1,"17,00 €",,False
Vino tinto,Enrique Mendoza Pinot Noir,2021,Enrique Mendoza Viticultor,Alicante,España,Pinot noir,,4.0,5,11,9,-1,-1,-1,"9,50 €",,False
Vino tinto,Fèlsina Chianti Classico Riserva,2019,Fèlsina,Chianti Classico,Italia,Sangiovese,,4.42857,5,21,58,-1,-1,94,"25,20 €",,False
Vino tinto,Oliver Conti Indispensable Negre,2020,Oliver Conti,Empordà,España,Garnacha / Samsó / Cabernet sauvignon,,5.0,5,1,4,-1,-1,-1,"6,30 €",,False
Vino tinto,Convento Oreja Crianza,2019,Bodegas Convento de Oreja,Ribera del Duero,España,Tempranillo,,5.0,5,1,2,-1,-1,-1,"15,00 €",,False
Vino tinto,Sincronia Negre,2020,Mesquida Mora,Mallorca,España,Callet / Mantonegro / Syrah / Merlot,ECO,4.5,5,2,4,90,-1,-1,"10,95 €",,False
Vino tinto,Casar de Burbia Mencía,2018,Bodega Casar de Burbia,Bierzo,España,Mencía,ECO,4.04762,5,21,7,-1,90,91,"11,80 €",,False
Vino tinto,Tocat de l'Ala,2018,Coca i Fitó & Roig Parals,Empordà,España,Garnacha / Cariñena / Syrah,,4.57143,5,7,10,-1,91,-1,"11,50 €",,False
Vino tinto,Dehesa de los Canónigos Crianza 15 Meses,2019,Dehesa de los Canónigos,Ribera del Duero,España,Tempranillo / Cabernet sauvignon / Albillo,,4.77778,5,9,9,-1,-1,-1,"19,95 €",,False
Vino tinto,Ysios,2016,Bodegas Ysios,Rioja,España,Tempranillo,,4.28571,5,7,7,-1,-1,-1,"30,00 €",,False
Vino tinto,Bruto,2019,Bodegas Juan Gil,Jumilla,España,Monastrell,,4.33333,5,3,8,92,-1,-1,"35,95 €",,False
Vino tinto,Portia Crianza,2019,Bodegas Portia,Ribera del Duero,España,Tempranillo,,4.66667,5,3,4,-1,-1,-1,"10,95 €",,False
Vino tinto,Venta La Ossa Syrah,2019,Bodegas Mano a Mano,Castilla,España,Syrah,,4.625,5,8,6,-1,-1,-1,"12,95 €",,False
Vino tinto,Baltasar Gracián Viñas Viejas El Héroe,2020,Bodegas San Alejandro,Calatayud,España,Garnacha,,4.2,5,5,6,90,-1,-1,"9,75 €",,False
Vino tinto,Catena Alta Malbec,2018,Bodega Catena Zapata,Mendoza,Argentina,Malbec,,4.88889,5,9,13,-1,-1,-1,"35,50 €",,False
Vino tinto,Viore 5 Meses Barrica,2018,Bodegas Riojanas,Toro,España,Tinta de Toro,,4.6,5,10,3,-1,-1,-1,"5,55 €",,False
Vino tinto,Monte Toro 3 Añada Selección,2021,Bodegas Ramón Ramos,Toro,España,Tinta de Toro,,4.25,5,8,4,-1,-1,-1,"4,95 €",,False
Vino tinto,Glárima Tinto,2021,Bodega Sommos,Somontano,España,Merlot / Tempranillo / Syrah / Cabernet sauvignon,,4.07692,5,13,7,-1,-1,-1,"4,50 €",,False
Vino tinto,René Barbier Roble,2020,René Barbier,Penedès,España,Tempranillo / Garnacha / Torrontés,,4.5,5,10,6,-1,-1,-1,"4,10 €",,False
Vino tinto,Príncipe de Viana Crianza,2018,Bodegas Prí­ncipe de Viana,Navarra,España,Tempranillo / Merlot / Cabernet sauvignon,,4.16667,5,6,4,-1,-1,-1,"4,95 €",,False
Vino tinto,Tempus,2018,Altavins,Terra Alta,España,Syrah / Garnacha / Cariñena / Merlot,,4.5,5,6,10,-1,-1,-1,"12,80 €",,False
Vino tinto,Queiron Mi Lugar,2018,Bodegas Queiron,Rioja,España,Tempranillo / Garnacha,,0.0,5,0,4,-1,-1,-1,"23,40 €",,False
Vino tinto,Izadi Larrosa Negra,2020,Bodegas Izadi,Rioja,España,Garnacha,,4.4,5,5,25,91,-1,93,"8,55 €",,False
Vino tinto,Pilgrim Mencía,2020,Bodegas Godelia,Bierzo,España,Mencía,,4.625,5,8,11,-1,-1,-1,"7,45 €",,False
Vino tinto,Vi-Ve Maceración Carbónica,2021,Bodegas Valdelana,Rioja,España,Tempranillo / Viura,,0.0,5,0,0,-1,-1,-1,"6,95 €",,False
Vino tinto,Ulls Negres,2020,Celler Oliveda,Empordà,España,Garnacha,,4.0,5,1,0,-1,-1,-1,"8,95 €",,False
Vino tinto,Algueira Mencía,2021,Adega Algueira,Ribeira Sacra,España,Mencía,,3.875,5,8,10,-1,-1,-1,"11,95 €",,False
Vino tinto,Avan Oak,2021,Bodegas y Viñedos Juan Manuel Burgos,Ribera del Duero,España,Tempranillo,,4.5,5,6,3,-1,-1,-1,"6,70 €",,False
Vino tinto,Martina Negre,2021,Celler Sabaté,Priorat,España,Cariñena,,4.0,5,5,3,-1,-1,-1,"9,30 €",,False
Vino tinto,Torres Purgatori,2020,Familia Torres,Costers del Segre,España,Cariñena / Garnacha / Syrah,,5.0,5,1,6,92,-1,-1,"32,60 €",,False
Vino tinto,Château de Goëlane Chœur de l'Aube,2016,Château de Goëlane,Bordeaux-Supérieur,Francia,Merlot / Cabernet sauvignon,,0.0,5,0,2,-1,-1,-1,"10,45 €",,False
Vino tinto,Protos Gran Reserva,2015,Bodegas Protos,Ribera del Duero,España,Tempranillo,,4.9,5,10,9,-1,-1,-1,"42,80 €",,False
Vino tinto,Lanzaga,2018,Compañía de Vinos de Telmo Rodríguez,Rioja,España,Tempranillo / Graciano / Garnacha,ECO,4.0,5,4,22,95,-1,-1,"24,95 €",,False
Vino tinto,La Celestina Vendimia Seleccionada,2016,Atalayas de Golbán,Ribera del Duero,España,Tempranillo,,4.25,5,4,10,91,-1,-1,"14,50 €",,False
Vino tinto,Tentenublo Tinto,2019,Tentenublo Wines,Rioja,España,Tempranillo / Garnacha,,3.75,5,4,11,93,91,-1,"14,50 €",,False
Vino tinto,Kimera,2019,LMT Wines - Luis Moya,Navarra,España,Garnacha,,4.0,5,1,4,-1,-1,-1,"13,00 €",,False
Vino tinto,A Dos Manos,2018,A Pie de Tierra ,Méntrida,España,Garnacha,,0.0,5,0,3,92,92,-1,"11,95 €",,False
Vino tinto,Los Cantos de Torremilanos,2020,Finca Torremilanos,Ribera del Duero,España,Tempranillo / Merlot,ECO,4.0,5,2,6,-1,-1,-1,"12,35 €",,False
Vino tinto,Gotim Bru,2019,Castell del Remei,Costers del Segre,España,Tempranillo / Cabernet sauvignon / Merlot / Garnacha / Syrah,,4.13636,5,22,6,-1,-1,-1,"8,60 €",,False
Vino tinto,Arienzo de Marqués de Riscal Crianza,2018,"Marqués de Riscal, Herederos",Rioja,España,Tempranillo / Mazuelo / Graciano,,4.25,5,8,3,-1,-1,-1,"8,55 €",,False
Vino tinto,Agnvs Tempranillo,2020,Bodegas Valdelana,Rioja,España,Tempranillo / Graciano,,0.0,5,0,2,-1,-1,-1,"8,95 €",,False
Vino tinto,Perelada 3 Fincas Crianza,2018,Perelada,Empordà,España,Garnacha / Merlot / Samsó / Syrah / Tempranillo / Cabernet sauvignon,,4.5,5,8,12,-1,-1,-1,"6,75 €",,False
Vino tinto,Peique Tinto Mencía,2020,Bodegas Peique,Bierzo,España,Mencía,,4.125,5,8,8,-1,-1,-1,"5,95 €",,False
Vino tinto,Adaras Calizo,2020,Bodegas Almanseñas,Almansa,España,Garnacha tintorera,ECO,3.82353,5,17,31,-1,-1,-1,"5,15 €",,False
Vino tinto,Solabal Crianza,2018,Bodegas y Viñedos Solabal,Rioja,España,Tempranillo,,4.6875,5,16,12,-1,-1,-1,"8,95 €",,False
Vino tinto,Trus Roble,2021,Bodegas Trus,Ribera del Duero,España,Tempranillo,,4.85714,5,7,11,-1,-1,-1,"9,50 €",,False
Vino tinto,Viña Sastre Roble,2020,Viña Sastre,Ribera del Duero,España,Tempranillo,,4.125,5,8,3,-1,-1,-1,"10,50 €",,False
Vino tinto,Puerta Vieja Crianza Selección,2019,Bodegas Riojanas,Rioja,España,Tempranillo,,4.54545,5,11,10,-1,-1,-1,"6,95 €",,False
Vino tinto,Vol d'Ànima de Raimat Negre,2020,Raimat,Costers del Segre,España,Cabernet sauvignon / Tempranillo / Syrah,,4.66667,5,3,1,-1,-1,-1,"7,80 €",,False
Vino tinto,4 Monos Cien Lanzas,2019,4 Monos Viticultores,Vinos de Madrid,España,Garnacha / Cariñena / Garnacha blanca,,4.0,5,1,0,-1,-1,-1,"20,50 €",,False
Vino tinto,Can Blau,2019,Cellers Can Blau,Montsant,España,Cariñena / Syrah / Garnacha,,4.5,5,4,17,-1,-1,-1,"11,95 €",,False
Vino tinto,Finca Moncloa,2018,Finca Moncloa,Cádiz,España,Syrah / Cabernet sauvignon / Tintilla de Rota / Petit verdot,,4.33333,5,15,6,-1,-1,-1,"15,50 €",,False
Vino tinto,Roda,2018,Bodegas Roda,Rioja,España,Tempranillo / Graciano / Garnacha,,4.57143,5,14,34,93,-1,-1,"27,50 €",,False
Vino tinto,4 Monos GR10,2020,4 Monos Viticultores,Vinos de Madrid,España,Garnacha / Syrah / Cariñena,,3.75,5,4,9,-1,-1,-1,"13,90 €",,False
Vino tinto,Vella Lola Negre,2019,Celler Viníric,Empordà,España,Garnacha / Syrah,,5.0,5,1,3,-1,-1,-1,"8,40 €",,False
Vino tinto,Santa Digna Carmenère,2020,Miguel Torres Chile,Valle Central,Chile,Carmenère / Cabernet sauvignon,,4.0,5,3,2,-1,-1,-1,"12,50 €",,False
Vino tinto,Vivanco Reserva,2015,Bodegas Vivanco,Rioja,España,Tempranillo / Graciano,,4.35,5,20,18,92,-1,-1,"13,70 €",,False
Vino tinto,La Garnatxa Fosca del Priorat,2020,Proyecto Garnachas,Priorat,España,Garnacha,,3.85714,5,7,6,-1,-1,-1,"13,30 €",,False
Vino tinto,Cuatro Pasos,2021,Bodega Cuatro Pasos,Bierzo,España,Mencía,,4.33333,5,9,5,-1,-1,-1,"7,45 €",,False
Vino tinto,Maimó,2018,Josep Grau Viticultor,Montsant,España,Garnacha,ECO,5.0,5,2,3,-1,-1,-1,"26,90 €",,False
Vino tinto,De Beroz Nuestro Roble,2020,Bodega de Beroz,Somontano,España,Cabernet sauvignon / Merlot / Tempranillo / Moristel,,4.21429,5,14,5,-1,-1,-1,"7,80 €",,False
Vino tinto,Pagos de Valcerracin Crianza,2018,Pagos de Valcerracín,Ribera del Duero,España,Tempranillo,,4.0,5,2,3,-1,-1,-1,"15,00 €",,False
Vino tinto,Chivite Colección 125 Reserva,2017,Chivite,Navarra,España,Tempranillo,,4.25,5,8,4,-1,-1,-1,"21,80 €",,False
Vino tinto,Losada,2019,Losada Vinos de Finca,Bierzo,España,Mencía,,4.09091,5,11,9,-1,-1,-1,"11,80 €",,False
Vino tinto,Faustino I Gran Reserva 75 Aniversario,2012,Bodegas Faustino,Rioja,España,Tempranillo,,5.0,5,3,5,-1,-1,-1,"27,90 €",,False
Vino tinto,Planetes de Nin Garnatxes,2021,Família Nin-Ortiz,Priorat,España,Garnacha,,0.0,5,0,4,93,-1,-1,"29,40 €",,False
Vino tinto,Domaine Jaume Côtes du Rhône Rouge,2020,Domaine Jaume,Côtes du Rhône,Francia,Grenache / Syrah,,0.0,5,0,3,-1,-1,-1,"8,95 €",,False
Vino tinto,Protocolo Tinto,2020,Dominio de Eguren,Castilla,España,Tempranillo,ECO,3.8,5,10,3,-1,-1,-1,"4,20 €",,False
Vino tinto,Lagunilla Crianza,2018,Bodegas Lagunilla,Rioja,España,Tempranillo / Garnacha,,4.0,5,3,3,-1,-1,-1,"6,35 €",,False
Vino tinto,Roda I,2017,Bodegas Roda,Rioja,España,Tempranillo,,4.90476,5,21,22,91,-1,-1,"46,00 €",,False
Vino tinto,Brutus Son Fortesa,2018,Bodega Ribas,Mallorca,España,Gargollassa / Syrah,ECO,5.0,5,2,4,-1,-1,-1,"20,10 €",,False
Vino tinto,Monte Toro 5 Roble Francés,2019,Bodegas Ramón Ramos,Toro,España,Tinta de Toro,,3.5,5,2,3,-1,-1,-1,"8,20 €",,False
Vino tinto,La Bruja de Rozas,2021,Comando G Viticultores,Vinos de Madrid,España,Garnacha,,4.21053,5,19,29,-1,-1,-1,"23,95 €",,False
Vino tinto,Xabre,2020,Fento Wines,Ribeira Sacra,España,Mencía / Sousón / Garnacha / Juan García,,4.54545,5,11,8,-1,-1,-1,"15,95 €",,False
Vino tinto,Mas d'en Compte Negre,2016,Celler Cal Pla,Priorat,España,Cariñena / Garnacha / Cabernet sauvignon,,4.44444,5,9,13,-1,-1,-1,"21,50 €",,False
Vino tinto,Corriente,2020,Compañía de Vinos de Telmo Rodríguez,Rioja,España,Tempranillo / Garnacha / Graciano,ECO,2.875,5,8,20,-1,-1,-1,"11,60 €",,False
Vino tinto,Carmelo Rodero Reserva,2016,Bodegas Rodero,Ribera del Duero,España,Tempranillo / Cabernet sauvignon,,4.75,5,4,9,-1,-1,-1,"69,90 €",,False
Vino tinto,Dominio de Campo Viejo,2016,Bodegas Campo Viejo,Rioja,España,Tempranillo / Graciano / Mazuelo,,4.5,5,4,1,-1,-1,-1,"21,25 €","25,00 €",True
Vino tinto,Mancuso Garnacha,2019,Mas de Mancuso,Cariñena,España,Garnacha,,0.0,5,0,3,93,-1,-1,"11,95 €",,False
Vino tinto,Gran Enemigo Gualtallary Single Vineyard,2017,Bodega Aleanna,Mendoza,Argentina,Cabernet franc / Malbec,,4.7,5,20,17,98,-1,97,"98,80 €",,False
Vino tinto,Costes du Château Féret-Lambert,2016,Château Féret-Lambert,Bordeaux,Francia,Merlot / Cabernet sauvignon,,4.5,5,2,6,-1,-1,-1,"9,30 €",,False
Vino tinto,Treinta Mil Maravedíes,2019,Bodega Marañones,Vinos de Madrid,España,Garnacha / Morenillo,,4.2,5,5,12,-1,94,94,"12,95 €",,False
Vino tinto,El Veïnat Garnacha,2021,Viñedos Singulares ,Montsant,España,Garnacha,,4.5,5,2,7,-1,-1,-1,"8,20 €",,False
Vino tinto,Cantele Salento Rosso Amativo,2019,Cantele,Salento,Italia,Primitivo / Negroamaro,,4.66667,5,12,3,-1,-1,-1,"20,75 €",,False
Vino tinto,Gran Enemigo,2018,Bodega Aleanna,Mendoza,Argentina,Cabernet franc / Cabernet sauvignon / Petit verdot / Malbec,,4.5,5,10,18,-1,-1,96,"69,50 €",,False
Vino tinto,El Valao,2019,Vinos Valtuille,Bierzo,España,Mencía,,4.0,5,3,18,93,91,-1,"12,80 €",,False
Vino tinto,Francis Ford Coppola Diamond Zinfandel,2018,Francis Ford Coppola Winery,California,Estados Unidos,Zinfandel / Petite syrah,,4.0,5,2,10,-1,-1,-1,"18,90 €",,False
Vino tinto,Escondite del Ardacho El Abundillano,2020,Tentenublo Wines,Rioja,España,Garnacha / Tempranillo / Viura / Malvasía,,0.0,5,0,2,94,-1,-1,"31,70 €",,False
Vino tinto,Señora de las Alturas,2020,Viña Zorzal,Navarra,España,Garnacha,,4.5,5,4,38,-1,-1,-1,"19,95 €",,False
Vino tinto,Beronia Crianza,2019,Bodegas Beronia,Rioja,España,Tempranillo / Garnacha / Graciano,,4.26316,5,38,15,-1,-1,-1,"7,45 €",,False
Vino tinto,Viña Herminia Reserva,2016,Viña Herminia,Rioja,España,Tempranillo / Garnacha / Graciano,,4.5,5,4,4,-1,-1,-1,"9,95 €",,False
Vino tinto,Diaz Bayo 15 Meses Crianza,2020,Bodega Díaz Bayo,Ribera del Duero,España,Tempranillo,,4.25,5,4,6,-1,-1,-1,"11,95 €",,False
Vino tinto,Vulcano Tinto de Lanzarote,2021,Bodega Vulcano,Lanzarote,España,Listán negro,,4.83333,5,6,5,-1,-1,-1,"20,90 €",,False
Vino tinto,Sierra Cantabria Reserva,2015,Sierra Cantabria,Rioja,España,Tempranillo / Graciano,,4.5,5,2,2,91,-1,-1,"16,40 €",,False
Vino tinto,Yellow Tail Shiraz,2021,Yellow Tail,Sin indicación geográfica,Australia,Syrah,,0.0,5,0,3,-1,-1,-1,"7,95 €",,False
Vino tinto,Raíces Graciano,2017,Raíces Ibéricas - Master Winemakers,Sin indicación geográfica,España,Graciano,,3.0,5,1,1,-1,90,-1,"12,66 €","14,90 €",True
Vino tinto,Alquez,2019,Sommos-Alianza de Garapiteros,Calatayud,España,Garnacha,,4.5,5,8,7,-1,-1,-1,"10,95 €",,False
Vino tinto,Nit de les Garnatxes Llicorella,2021,Celler Capçanes,Montsant,España,Garnacha,,3.5,5,2,4,-1,-1,-1,"11,95 €",,False
Vino tinto,Ferratus AO,2020,Bodegas Cuevas Jiménez,Ribera del Duero,España,Tempranillo,,4.125,5,8,4,-1,-1,-1,"9,95 €",,False
Vino tinto,Bassus Pinot Noir,2020,Bodegas Hispano-Suizas,Utiel-Requena,España,Pinot noir,,4.375,5,8,12,-1,-1,-1,"23,50 €",,False
Vino tinto,Cercium,2019,Mas Llunes,Empordà,España,Garnacha / Samsó / Syrah,,5.0,5,2,2,-1,-1,-1,"8,95 €",,False
Vino tinto,Francis Ford Coppola Diamond Red Blend,2018,Francis Ford Coppola Winery,California,Estados Unidos,Cabernet sauvignon / Petite syrah / Merlot / Syrah / Zinfandel,,5.0,5,1,2,-1,-1,-1,"21,90 €",,False
Vino tinto,Grand Veneur Les Champauvins,2020,Vignobles Alain Jaume,Côtes du Rhône,Francia,Garnacha / Syrah / Monastrell,ECO,4.0,5,2,8,-1,-1,92,"16,60 €",,False
Vino tinto,Terra Remota Camino,2019,Terra Remota,Empordà,España,Syrah / Garnacha / Cabernet sauvignon / Tempranillo,ECO,4.75,5,8,5,-1,-1,-1,"17,40 €",,False
Vino tinto,Terra d'Uro Finca La Rana,2019,Hacienda Terra d'Uro,Toro,España,Tinta de Toro,ECO,4.0,5,6,7,-1,-1,-1,"9,95 €",,False
Vino tinto,Jesús Yllera,2016,Yllera,Ribera del Duero,España,Tempranillo / Cabernet sauvignon / Merlot,,4.0,5,1,6,93,-1,-1,"22,75 €",,False
